# f (Hz)	sigma(f)	PI(f)
1.324062e+02	2.753984e-05	4.426905e-07
1.324375e+02	2.751436e-05	4.430744e-07
1.324688e+02	2.752280e-05	4.434584e-07
1.325000e+02	3.013053e-05	4.438415e-07
1.325312e+02	2.750348e-05	4.442249e-07
1.325625e+02	2.750578e-05	4.446097e-07
1.325938e+02	2.748571e-05	4.449947e-07
1.326250e+02	2.748607e-05	4.453788e-07
1.326562e+02	2.747047e-05	4.457631e-07
1.326875e+02	2.747020e-05	4.461488e-07
1.327188e+02	2.750631e-05	4.465348e-07
1.327500e+02	2.747543e-05	4.469199e-07
1.327812e+02	2.750515e-05	4.473051e-07
1.328125e+02	2.746698e-05	4.476919e-07
1.328438e+02	2.744736e-05	4.480788e-07
1.328750e+02	2.748148e-05	4.484648e-07
1.329062e+02	2.745263e-05	4.488511e-07
1.329375e+02	2.745623e-05	4.492388e-07
1.329688e+02	2.746581e-05	4.496267e-07
1.330000e+02	6.733237e-05	4.500137e-07
1.330312e+02	2.746056e-05	4.504009e-07
1.330625e+02	2.742602e-05	4.507896e-07
1.330938e+02	2.748318e-05	4.511785e-07
1.331250e+02	2.751570e-05	4.515664e-07
1.331562e+02	2.745891e-05	4.519546e-07
1.331875e+02	2.745558e-05	4.523443e-07
1.332188e+02	2.747836e-05	4.527342e-07
1.332500e+02	2.745383e-05	4.531231e-07
1.332812e+02	2.745670e-05	4.535122e-07
1.333125e+02	2.761250e-05	4.539029e-07
1.333438e+02	2.767863e-05	4.542937e-07
1.333750e+02	2.749432e-05	4.546836e-07
1.334062e+02	2.744727e-05	4.550737e-07
1.334375e+02	2.740169e-05	4.554653e-07
1.334688e+02	2.741702e-05	4.558572e-07
1.335000e+02	3.004854e-05	4.562481e-07
1.335312e+02	2.742234e-05	4.566391e-07
1.335625e+02	2.745810e-05	4.570317e-07
1.335938e+02	2.744084e-05	4.574246e-07
1.336250e+02	2.743325e-05	4.578164e-07
1.336562e+02	2.745951e-05	4.582085e-07
1.336875e+02	2.747053e-05	4.586020e-07
1.337188e+02	2.748165e-05	4.589959e-07
1.337500e+02	2.750934e-05	4.593887e-07
1.337812e+02	2.746420e-05	4.597817e-07
1.338125e+02	2.743271e-05	4.601763e-07
1.338438e+02	2.738953e-05	4.605711e-07
1.338750e+02	2.741421e-05	4.609649e-07
1.339062e+02	2.744430e-05	4.613589e-07
1.339375e+02	2.748031e-05	4.617544e-07
1.339688e+02	2.744517e-05	4.621502e-07
1.340000e+02	6.713839e-05	4.625450e-07
1.340312e+02	2.744894e-05	4.629400e-07
1.340625e+02	2.745601e-05	4.633365e-07
1.340938e+02	2.747775e-05	4.637333e-07
1.341250e+02	2.745574e-05	4.641290e-07
1.341562e+02	2.744574e-05	4.645250e-07
1.341875e+02	2.751892e-05	4.649225e-07
1.342188e+02	2.754193e-05	4.653203e-07
1.342500e+02	2.755320e-05	4.657170e-07
1.342812e+02	2.750898e-05	4.661140e-07
1.343125e+02	2.747933e-05	4.665125e-07
1.343438e+02	2.753589e-05	4.669113e-07
1.343750e+02	2.754551e-05	4.673090e-07
1.344062e+02	2.748854e-05	4.677070e-07
1.344375e+02	2.749526e-05	4.681064e-07
1.344688e+02	2.756469e-05	4.685062e-07
1.345000e+02	3.024762e-05	4.689049e-07
1.345312e+02	2.757708e-05	4.693038e-07
1.345625e+02	2.763253e-05	4.697043e-07
1.345938e+02	2.766093e-05	4.701050e-07
1.346250e+02	2.761915e-05	4.705047e-07
1.346562e+02	2.761986e-05	4.709047e-07
1.346875e+02	2.763510e-05	4.713062e-07
1.347188e+02	2.768474e-05	4.717079e-07
1.347500e+02	2.772282e-05	4.721086e-07
1.347812e+02	2.773785e-05	4.725095e-07
1.348125e+02	2.776487e-05	4.729120e-07
1.348438e+02	2.779110e-05	4.733147e-07
1.348750e+02	2.779567e-05	4.737164e-07
1.349062e+02	2.781026e-05	4.741183e-07
1.349375e+02	2.784146e-05	4.745218e-07
1.349688e+02	2.789242e-05	4.749255e-07
1.350000e+02	6.867185e-05	4.753281e-07
1.350312e+02	2.788469e-05	4.757311e-07
1.350625e+02	2.793499e-05	4.761355e-07
1.350938e+02	2.792933e-05	4.765402e-07
1.351250e+02	2.798455e-05	4.769439e-07
1.351562e+02	2.801852e-05	4.773478e-07
1.351875e+02	2.799543e-05	4.777533e-07
1.352188e+02	2.800131e-05	4.781590e-07
1.352500e+02	2.797878e-05	4.785637e-07
1.352812e+02	2.798923e-05	4.789686e-07
1.353125e+02	2.798677e-05	4.793750e-07
1.353438e+02	2.797460e-05	4.797817e-07
1.353750e+02	2.799789e-05	4.801874e-07
1.354062e+02	2.800104e-05	4.805933e-07
1.354375e+02	2.802257e-05	4.810008e-07
1.354688e+02	2.805763e-05	4.814085e-07
1.355000e+02	3.075813e-05	4.818152e-07
1.355312e+02	2.803231e-05	4.822221e-07
1.355625e+02	2.808023e-05	4.826305e-07
1.355938e+02	2.806231e-05	4.830393e-07
1.356250e+02	2.806178e-05	4.834469e-07
1.356562e+02	2.810937e-05	4.838548e-07
1.356875e+02	2.811070e-05	4.842643e-07
1.357188e+02	2.816961e-05	4.846740e-07
1.357500e+02	2.824863e-05	4.850827e-07
1.357812e+02	2.829760e-05	4.854916e-07
1.358125e+02	2.831193e-05	4.859021e-07
1.358438e+02	2.838074e-05	4.863128e-07
1.358750e+02	2.846239e-05	4.867225e-07
1.359062e+02	2.855970e-05	4.871324e-07
1.359375e+02	2.858745e-05	4.875439e-07
1.359688e+02	2.860271e-05	4.879557e-07
1.360000e+02	7.386592e-05	4.883663e-07
1.360312e+02	2.869610e-05	4.887773e-07
1.360625e+02	2.869838e-05	4.891898e-07
1.360938e+02	2.873858e-05	4.896025e-07
1.361250e+02	2.874815e-05	4.900142e-07
1.361562e+02	2.880264e-05	4.904261e-07
1.361875e+02	2.892111e-05	4.908396e-07
1.362188e+02	2.892719e-05	4.912534e-07
1.362500e+02	2.894696e-05	4.916661e-07
1.362812e+02	2.906817e-05	4.920790e-07
1.363125e+02	2.911500e-05	4.924936e-07
1.363438e+02	2.914024e-05	4.929083e-07
1.363750e+02	2.914948e-05	4.933220e-07
1.364062e+02	2.916035e-05	4.937360e-07
1.364375e+02	2.918077e-05	4.941515e-07
1.364688e+02	2.918849e-05	4.945673e-07
1.365000e+02	3.187389e-05	4.949820e-07
1.365312e+02	2.921432e-05	4.953970e-07
1.365625e+02	2.925692e-05	4.958136e-07
1.365938e+02	2.928503e-05	4.962304e-07
1.366250e+02	2.927400e-05	4.966461e-07
1.366562e+02	2.928778e-05	4.970621e-07
1.366875e+02	2.928483e-05	4.974796e-07
1.367188e+02	2.934806e-05	4.978975e-07
1.367500e+02	2.940636e-05	4.983142e-07
1.367812e+02	2.939260e-05	4.987312e-07
1.368125e+02	2.939618e-05	4.991498e-07
1.368438e+02	2.935213e-05	4.995686e-07
1.368750e+02	2.933286e-05	4.999864e-07
1.369062e+02	2.934354e-05	5.004044e-07
1.369375e+02	2.929851e-05	5.008240e-07
1.369688e+02	2.925991e-05	5.012439e-07
1.370000e+02	7.022086e-05	5.016627e-07
1.370312e+02	2.922997e-05	5.020817e-07
1.370625e+02	2.921488e-05	5.025023e-07
1.370938e+02	2.916238e-05	5.029232e-07
1.371250e+02	2.917006e-05	5.033430e-07
1.371562e+02	2.917808e-05	5.037631e-07
1.371875e+02	2.919346e-05	5.041847e-07
1.372188e+02	2.919535e-05	5.046067e-07
1.372500e+02	2.921918e-05	5.050275e-07
1.372812e+02	2.930658e-05	5.054486e-07
1.373125e+02	2.927629e-05	5.058712e-07
1.373438e+02	2.929832e-05	5.062942e-07
1.373750e+02	2.934715e-05	5.067160e-07
1.374062e+02	2.935681e-05	5.071381e-07
1.374375e+02	2.932529e-05	5.075618e-07
1.374688e+02	2.938904e-05	5.079858e-07
1.375000e+02	3.220675e-05	5.084087e-07
1.375312e+02	2.937214e-05	5.088318e-07
1.375625e+02	2.941493e-05	5.092565e-07
1.375938e+02	2.936374e-05	5.096815e-07
1.376250e+02	2.939922e-05	5.101054e-07
1.376562e+02	2.945808e-05	5.105296e-07
1.376875e+02	2.947817e-05	5.109553e-07
1.377188e+02	2.950490e-05	5.113814e-07
1.377500e+02	2.949754e-05	5.118063e-07
1.377812e+02	2.948461e-05	5.122315e-07
1.378125e+02	2.953579e-05	5.126583e-07
1.378438e+02	2.952203e-05	5.130853e-07
1.378750e+02	2.946978e-05	5.135113e-07
1.379062e+02	2.941278e-05	5.139375e-07
1.379375e+02	2.943699e-05	5.143653e-07
1.379688e+02	2.946373e-05	5.147934e-07
1.380000e+02	7.204723e-05	5.152204e-07
1.380312e+02	2.943653e-05	5.156476e-07
1.380625e+02	2.945775e-05	5.160765e-07
1.380938e+02	2.947155e-05	5.165056e-07
1.381250e+02	2.951525e-05	5.169336e-07
1.381562e+02	2.954275e-05	5.173619e-07
1.381875e+02	2.960525e-05	5.177918e-07
1.382188e+02	2.963443e-05	5.182220e-07
1.382500e+02	2.964732e-05	5.186510e-07
1.382812e+02	2.965284e-05	5.190803e-07
1.383125e+02	2.965378e-05	5.195113e-07
1.383438e+02	2.964877e-05	5.199425e-07
1.383750e+02	2.966581e-05	5.203725e-07
1.384062e+02	2.967512e-05	5.208029e-07
1.384375e+02	2.968087e-05	5.212349e-07
1.384688e+02	2.976276e-05	5.216671e-07
1.385000e+02	3.265611e-05	5.220982e-07
1.385312e+02	2.979420e-05	5.225296e-07
1.385625e+02	2.980002e-05	5.229626e-07
1.385938e+02	2.983906e-05	5.233959e-07
1.386250e+02	2.985538e-05	5.238281e-07
1.386562e+02	2.986935e-05	5.242605e-07
1.386875e+02	2.994025e-05	5.246945e-07
1.387188e+02	2.997504e-05	5.251289e-07
1.387500e+02	2.994212e-05	5.255621e-07
1.387812e+02	2.996283e-05	5.259955e-07
1.388125e+02	3.002517e-05	5.264306e-07
1.388438e+02	3.005194e-05	5.268660e-07
1.388750e+02	3.008570e-05	5.273003e-07
1.389062e+02	3.013806e-05	5.277348e-07
1.389375e+02	3.016950e-05	5.281709e-07
1.389688e+02	3.021452e-05	5.286073e-07
1.390000e+02	7.397919e-05	5.290426e-07
1.390312e+02	3.032097e-05	5.294781e-07
1.390625e+02	3.036767e-05	5.299154e-07
1.390938e+02	3.048059e-05	5.303528e-07
1.391250e+02	3.053440e-05	5.307891e-07
1.391562e+02	3.055206e-05	5.312257e-07
1.391875e+02	3.064745e-05	5.316640e-07
1.392188e+02	3.071806e-05	5.321025e-07
1.392500e+02	3.077982e-05	5.325399e-07
1.392812e+02	3.092582e-05	5.329775e-07
1.393125e+02	3.107258e-05	5.334168e-07
1.393438e+02	3.114711e-05	5.338564e-07
1.393750e+02	3.125966e-05	5.342948e-07
1.394062e+02	3.136099e-05	5.347335e-07
1.394375e+02	3.149927e-05	5.351738e-07
1.394688e+02	3.158362e-05	5.356144e-07
1.395000e+02	3.491377e-05	5.360539e-07
1.395312e+02	3.178129e-05	5.364937e-07
1.395625e+02	3.191956e-05	5.369351e-07
1.395938e+02	3.199904e-05	5.373767e-07
1.396250e+02	3.209237e-05	5.378173e-07
1.396562e+02	3.217201e-05	5.382580e-07
1.396875e+02	3.228134e-05	5.387005e-07
1.397188e+02	3.231788e-05	5.391432e-07
1.397500e+02	3.230828e-05	5.395848e-07
1.397812e+02	3.236275e-05	5.400266e-07
1.398125e+02	3.244124e-05	5.404702e-07
1.398438e+02	3.248873e-05	5.409139e-07
1.398750e+02	3.255594e-05	5.413566e-07
1.399062e+02	3.262879e-05	5.417995e-07
1.399375e+02	3.269075e-05	5.422440e-07
1.399688e+02	3.279441e-05	5.426889e-07
1.400000e+02	7.606511e-05	5.431326e-07
1.400312e+02	3.316675e-05	5.435765e-07
1.400625e+02	3.330988e-05	5.440222e-07
1.400938e+02	3.348650e-05	5.444681e-07
1.401250e+02	3.366973e-05	5.449128e-07
1.401562e+02	3.383827e-05	5.453578e-07
1.401875e+02	3.393982e-05	5.458045e-07
1.402188e+02	3.409778e-05	5.462515e-07
1.402500e+02	3.439016e-05	5.466973e-07
1.402812e+02	3.432340e-05	5.471433e-07
1.403125e+02	3.435815e-05	5.475911e-07
1.403438e+02	3.440749e-05	5.480391e-07
1.403750e+02	3.447523e-05	5.484860e-07
1.404062e+02	3.453428e-05	5.489331e-07
1.404375e+02	3.457334e-05	5.493819e-07
1.404688e+02	3.464513e-05	5.498310e-07
1.405000e+02	3.876153e-05	5.502790e-07
1.405312e+02	3.477224e-05	5.507271e-07
1.405625e+02	3.473961e-05	5.511770e-07
1.405938e+02	3.466995e-05	5.516272e-07
1.406250e+02	3.455791e-05	5.520762e-07
1.406562e+02	3.450218e-05	5.525254e-07
1.406875e+02	3.445212e-05	5.529764e-07
1.407188e+02	3.453575e-05	5.534276e-07
1.407500e+02	3.461852e-05	5.538777e-07
1.407812e+02	3.478679e-05	5.543280e-07
1.408125e+02	3.490236e-05	5.547800e-07
1.408438e+02	3.508539e-05	5.552323e-07
1.408750e+02	3.523875e-05	5.556834e-07
1.409062e+02	3.540218e-05	5.561348e-07
1.409375e+02	3.561395e-05	5.565879e-07
1.409688e+02	3.582562e-05	5.570413e-07
1.410000e+02	8.115269e-05	5.574935e-07
1.410312e+02	3.611053e-05	5.579459e-07
1.410625e+02	3.622076e-05	5.584001e-07
1.410938e+02	3.621787e-05	5.588546e-07
1.411250e+02	3.615132e-05	5.593078e-07
1.411562e+02	3.604768e-05	5.597613e-07
1.411875e+02	3.596844e-05	5.602166e-07
1.412188e+02	3.587469e-05	5.606721e-07
1.412500e+02	3.568048e-05	5.611264e-07
1.412812e+02	3.538719e-05	5.615810e-07
1.413125e+02	3.506053e-05	5.620373e-07
1.413438e+02	3.478123e-05	5.624939e-07
1.413750e+02	3.452881e-05	5.629493e-07
1.414062e+02	3.437786e-05	5.634050e-07
1.414375e+02	3.424995e-05	5.638624e-07
1.414688e+02	3.413988e-05	5.643201e-07
1.415000e+02	3.767971e-05	5.647766e-07
1.415312e+02	3.409980e-05	5.652397e-07
1.415625e+02	3.398039e-05	5.657399e-07
1.415938e+02	3.393312e-05	5.662404e-07
1.416250e+02	3.384242e-05	5.667397e-07
1.416562e+02	3.372287e-05	5.672392e-07
1.416875e+02	3.360087e-05	5.677407e-07
1.417188e+02	3.353617e-05	5.682426e-07
1.417500e+02	3.347042e-05	5.687432e-07
1.417812e+02	3.340804e-05	5.692441e-07
1.418125e+02	3.335666e-05	5.697469e-07
1.418438e+02	3.335285e-05	5.702501e-07
1.418750e+02	3.340283e-05	5.707520e-07
1.419062e+02	3.349784e-05	5.712542e-07
1.419375e+02	3.356254e-05	5.717584e-07
1.419688e+02	3.357575e-05	5.722629e-07
1.420000e+02	8.240323e-05	5.727661e-07
1.420312e+02	3.377554e-05	5.732696e-07
1.420625e+02	3.384876e-05	5.737751e-07
1.420938e+02	3.399699e-05	5.742810e-07
1.421250e+02	3.422082e-05	5.747855e-07
1.421562e+02	3.441625e-05	5.752904e-07
1.421875e+02	3.457966e-05	5.757973e-07
1.422188e+02	3.480177e-05	5.763044e-07
1.422500e+02	3.495519e-05	5.768103e-07
1.422812e+02	3.506429e-05	5.773165e-07
1.423125e+02	3.525028e-05	5.778247e-07
1.423438e+02	3.540045e-05	5.783332e-07
1.423750e+02	3.544946e-05	5.788404e-07
1.424062e+02	3.545937e-05	5.793480e-07
1.424375e+02	3.544057e-05	5.798575e-07
1.424688e+02	3.547881e-05	5.803674e-07
1.425000e+02	3.950006e-05	5.808759e-07
1.425312e+02	3.561735e-05	5.813848e-07
1.425625e+02	3.559808e-05	5.818957e-07
1.425938e+02	3.555818e-05	5.824069e-07
1.426250e+02	3.554292e-05	5.829168e-07
1.426562e+02	3.550794e-05	5.834270e-07
1.426875e+02	3.544032e-05	5.839392e-07
1.427188e+02	3.532456e-05	5.844517e-07
1.427500e+02	3.527888e-05	5.849630e-07
1.427812e+02	3.518003e-05	5.854746e-07
1.428125e+02	3.511875e-05	5.859881e-07
1.428438e+02	3.501194e-05	5.865020e-07
1.428750e+02	3.486505e-05	5.870146e-07
1.429062e+02	3.473630e-05	5.875275e-07
1.429375e+02	3.465409e-05	5.880424e-07
1.429688e+02	3.463923e-05	5.885576e-07
1.430000e+02	8.195438e-05	5.890716e-07
1.430312e+02	3.458979e-05	5.895858e-07
1.430625e+02	3.460504e-05	5.901021e-07
1.430938e+02	3.459345e-05	5.906187e-07
1.431250e+02	3.455402e-05	5.911340e-07
1.431562e+02	3.455351e-05	5.916496e-07
1.431875e+02	3.460619e-05	5.921672e-07
1.432188e+02	3.458640e-05	5.926851e-07
1.432500e+02	3.453313e-05	5.932018e-07
1.432812e+02	3.455743e-05	5.937187e-07
1.433125e+02	3.460697e-05	5.942377e-07
1.433438e+02	3.461319e-05	5.947570e-07
1.433750e+02	3.471187e-05	5.952750e-07
1.434062e+02	3.472278e-05	5.957933e-07
1.434375e+02	3.467652e-05	5.963136e-07
1.434688e+02	3.464877e-05	5.968343e-07
1.435000e+02	3.811006e-05	5.973536e-07
1.435312e+02	3.475365e-05	5.978733e-07
1.435625e+02	3.482564e-05	5.983950e-07
1.435938e+02	3.475445e-05	5.989170e-07
1.436250e+02	3.475746e-05	5.994377e-07
1.436562e+02	3.481899e-05	5.999588e-07
1.436875e+02	3.486330e-05	6.004818e-07
1.437188e+02	3.493013e-05	6.010052e-07
1.437500e+02	3.498167e-05	6.015273e-07
1.437812e+02	3.499656e-05	6.020497e-07
1.438125e+02	3.504374e-05	6.025741e-07
1.438438e+02	3.498499e-05	6.030989e-07
1.438750e+02	3.501024e-05	6.036223e-07
1.439062e+02	3.507813e-05	6.041460e-07
1.439375e+02	3.509147e-05	6.046718e-07
1.439688e+02	3.585658e-05	6.051980e-07
1.440000e+02	inf	6.057227e-07
1.440312e+02	3.592752e-05	6.062479e-07
1.440625e+02	3.522327e-05	6.067750e-07
1.440938e+02	3.532483e-05	6.073025e-07
1.441250e+02	3.538732e-05	6.078287e-07
1.441562e+02	3.538129e-05	6.083552e-07
1.441875e+02	3.548830e-05	6.088837e-07
1.442188e+02	3.547090e-05	6.094126e-07
1.442500e+02	3.553328e-05	6.099401e-07
1.442812e+02	3.559150e-05	6.104680e-07
1.443125e+02	3.566167e-05	6.109979e-07
1.443438e+02	3.564934e-05	6.115281e-07
1.443750e+02	3.574337e-05	6.120570e-07
1.444062e+02	3.579965e-05	6.125863e-07
1.444375e+02	3.580981e-05	6.131176e-07
1.444688e+02	3.586770e-05	6.136492e-07
1.445000e+02	3.959627e-05	6.141795e-07
1.445312e+02	3.600625e-05	6.147101e-07
1.445625e+02	3.601751e-05	6.152428e-07
1.445938e+02	3.607053e-05	6.157758e-07
1.446250e+02	3.614045e-05	6.163074e-07
1.446562e+02	3.617047e-05	6.168394e-07
1.446875e+02	3.625995e-05	6.173735e-07
1.447188e+02	3.637052e-05	6.179079e-07
1.447500e+02	3.635782e-05	6.184409e-07
1.447812e+02	3.639271e-05	6.189743e-07
1.448125e+02	3.643932e-05	6.195097e-07
1.448438e+02	3.648288e-05	6.200455e-07
1.448750e+02	3.715693e-05	6.205799e-07
1.449062e+02	3.772407e-05	6.211147e-07
1.449375e+02	3.685095e-05	6.216515e-07
1.449688e+02	3.673613e-05	6.221887e-07
1.450000e+02	8.783785e-05	6.227245e-07
1.450312e+02	3.688748e-05	6.232606e-07
1.450625e+02	3.687224e-05	6.237988e-07
1.450938e+02	3.694490e-05	6.243374e-07
1.451250e+02	3.706407e-05	6.248746e-07
1.451562e+02	3.708929e-05	6.254121e-07
1.451875e+02	3.715963e-05	6.259517e-07
1.452188e+02	3.723741e-05	6.264917e-07
1.452500e+02	3.731472e-05	6.270302e-07
1.452812e+02	3.732601e-05	6.275692e-07
1.453125e+02	3.733191e-05	6.281101e-07
1.453438e+02	3.734775e-05	6.286515e-07
1.453750e+02	3.747869e-05	6.291915e-07
1.454062e+02	3.764433e-05	6.297318e-07
1.454375e+02	3.758759e-05	6.302742e-07
1.454688e+02	3.756792e-05	6.308169e-07
1.455000e+02	4.144858e-05	6.313583e-07
1.455312e+02	3.771091e-05	6.319000e-07
1.455625e+02	3.771719e-05	6.324438e-07
1.455938e+02	3.783687e-05	6.329879e-07
1.456250e+02	3.796076e-05	6.335307e-07
1.456562e+02	3.804353e-05	6.340738e-07
1.456875e+02	3.807573e-05	6.346190e-07
1.457188e+02	3.806641e-05	6.351646e-07
1.457500e+02	3.811715e-05	6.357087e-07
1.457812e+02	9.120440e-05	6.362532e-07
1.458125e+02	9.126840e-05	6.367998e-07
1.458438e+02	9.128656e-05	6.373468e-07
1.458750e+02	9.109075e-05	6.378923e-07
1.459062e+02	9.151248e-05	6.384383e-07
1.459375e+02	9.181353e-05	6.389863e-07
1.459688e+02	9.195747e-05	6.395346e-07
1.460000e+02	9.192053e-05	6.400816e-07
1.460312e+02	3.855718e-05	6.406289e-07
1.460625e+02	3.858024e-05	6.411783e-07
1.460938e+02	3.870423e-05	6.417281e-07
1.461250e+02	4.271193e-05	6.422765e-07
1.461562e+02	4.280365e-05	6.428252e-07
1.461875e+02	4.289908e-05	6.433760e-07
1.462188e+02	4.296704e-05	6.439272e-07
1.462500e+02	3.904605e-05	6.444770e-07
1.462812e+02	3.907485e-05	6.450271e-07
1.463125e+02	3.914625e-05	6.455794e-07
1.463438e+02	3.923807e-05	6.461320e-07
1.463750e+02	3.929985e-05	6.466832e-07
1.464062e+02	3.935507e-05	6.472347e-07
1.464375e+02	3.944638e-05	6.477884e-07
1.464688e+02	3.949476e-05	6.483424e-07
1.465000e+02	4.355795e-05	6.488950e-07
1.465312e+02	3.962096e-05	6.494479e-07
1.465625e+02	3.967782e-05	6.500030e-07
1.465938e+02	3.976673e-05	6.505585e-07
1.466250e+02	3.977278e-05	6.511125e-07
1.466562e+02	3.986736e-05	6.516668e-07
1.466875e+02	3.999468e-05	6.522233e-07
1.467188e+02	4.004843e-05	6.527802e-07
1.467500e+02	4.014971e-05	6.533356e-07
1.467812e+02	4.023210e-05	6.538914e-07
1.468125e+02	4.018351e-05	6.544494e-07
1.468438e+02	4.020438e-05	6.550076e-07
1.468750e+02	4.036826e-05	6.555645e-07
1.469062e+02	4.040748e-05	6.561217e-07
1.469375e+02	4.045931e-05	6.566811e-07
1.469688e+02	4.064638e-05	6.572408e-07
1.470000e+02	9.782487e-05	6.577991e-07
1.470312e+02	4.071295e-05	6.583577e-07
1.470625e+02	4.077663e-05	6.589185e-07
1.470938e+02	4.079662e-05	6.594796e-07
1.471250e+02	4.092082e-05	6.600393e-07
1.471562e+02	4.097462e-05	6.605994e-07
1.471875e+02	4.107747e-05	6.611616e-07
1.472188e+02	4.124092e-05	6.617242e-07
1.472500e+02	4.130706e-05	6.622853e-07
1.472812e+02	4.137494e-05	6.628468e-07
1.473125e+02	4.143951e-05	6.634105e-07
1.473438e+02	4.145361e-05	6.639745e-07
1.473750e+02	4.156333e-05	6.645370e-07
1.474062e+02	4.160187e-05	6.651000e-07
1.474375e+02	4.162941e-05	6.656650e-07
1.474688e+02	4.172963e-05	6.662305e-07
1.475000e+02	4.583791e-05	6.667945e-07
1.475312e+02	4.181184e-05	6.673588e-07
1.475625e+02	4.189111e-05	6.679254e-07
1.475938e+02	4.201329e-05	6.684922e-07
1.476250e+02	4.211590e-05	6.690577e-07
1.476562e+02	4.219102e-05	6.696235e-07
1.476875e+02	4.234791e-05	6.701914e-07
1.477188e+02	4.234672e-05	6.707598e-07
1.477500e+02	4.255735e-05	6.713266e-07
1.477812e+02	4.458590e-05	6.718939e-07
1.478125e+02	4.495954e-05	6.724633e-07
1.478438e+02	4.301513e-05	6.730330e-07
1.478750e+02	4.272116e-05	6.736013e-07
1.479062e+02	4.285601e-05	6.741700e-07
1.479375e+02	4.294341e-05	6.747409e-07
1.479688e+02	4.292798e-05	6.753121e-07
1.480000e+02	1.037983e-04	6.758818e-07
1.480312e+02	4.304333e-05	6.764519e-07
1.480625e+02	4.318505e-05	6.770243e-07
1.480938e+02	4.332247e-05	6.775969e-07
1.481250e+02	4.342718e-05	6.781681e-07
1.481562e+02	4.345258e-05	6.787397e-07
1.481875e+02	4.352238e-05	6.793134e-07
1.482188e+02	4.363813e-05	6.798875e-07
1.482500e+02	4.374174e-05	6.804602e-07
1.482812e+02	4.374329e-05	6.810332e-07
1.483125e+02	4.384680e-05	6.816084e-07
1.483438e+02	4.391321e-05	6.821840e-07
1.483750e+02	4.396651e-05	6.827581e-07
1.484062e+02	4.406679e-05	6.833325e-07
1.484375e+02	4.423704e-05	6.839092e-07
1.484688e+02	4.426380e-05	6.844862e-07
1.485000e+02	4.875488e-05	6.850618e-07
1.485312e+02	4.450067e-05	6.856377e-07
1.485625e+02	4.460545e-05	6.862158e-07
1.485938e+02	4.466973e-05	6.867943e-07
1.486250e+02	4.469815e-05	6.873713e-07
1.486562e+02	4.479148e-05	6.879486e-07
1.486875e+02	4.490841e-05	6.885282e-07
1.487188e+02	4.502412e-05	6.891082e-07
1.487500e+02	4.513700e-05	6.896866e-07
1.487812e+02	4.522383e-05	6.902655e-07
1.488125e+02	4.537409e-05	6.908465e-07
1.488438e+02	4.535811e-05	6.914279e-07
1.488750e+02	4.551336e-05	6.920078e-07
1.489062e+02	4.559948e-05	6.925881e-07
1.489375e+02	4.565372e-05	6.931706e-07
1.489688e+02	4.579319e-05	6.937535e-07
1.490000e+02	1.119944e-04	6.943349e-07
1.490312e+02	4.596004e-05	6.949166e-07
1.490625e+02	4.603664e-05	6.955006e-07
1.490938e+02	4.622044e-05	6.960850e-07
1.491250e+02	4.630754e-05	6.966678e-07
1.491562e+02	4.639731e-05	6.972510e-07
1.491875e+02	4.649582e-05	6.978365e-07
1.492188e+02	4.664354e-05	6.984223e-07
1.492500e+02	4.670119e-05	6.990066e-07
1.492812e+02	4.678109e-05	6.995913e-07
1.493125e+02	4.696873e-05	7.001782e-07
1.493438e+02	4.710235e-05	7.007655e-07
1.493750e+02	4.713937e-05	7.013513e-07
1.494062e+02	4.729345e-05	7.019374e-07
1.494375e+02	4.744179e-05	7.025258e-07
1.494688e+02	4.749375e-05	7.031146e-07
1.495000e+02	5.228937e-05	7.037018e-07
1.495312e+02	4.773053e-05	7.042895e-07
1.495625e+02	4.781630e-05	7.048793e-07
1.495938e+02	4.793975e-05	7.054696e-07
1.496250e+02	4.810262e-05	7.060583e-07
1.496562e+02	4.827108e-05	7.066474e-07
1.496875e+02	4.840113e-05	7.072388e-07
1.497188e+02	4.854204e-05	7.078305e-07
1.497500e+02	4.868503e-05	7.084207e-07
1.497812e+02	4.882659e-05	7.090113e-07
1.498125e+02	4.895967e-05	7.096041e-07
1.498438e+02	4.913810e-05	7.101973e-07
1.498750e+02	4.916846e-05	7.107890e-07
1.499062e+02	4.920065e-05	7.113811e-07
1.499375e+02	4.931675e-05	7.119754e-07
1.499688e+02	4.957528e-05	7.125701e-07
1.500000e+02	1.187987e-04	7.131632e-07
1.500312e+02	4.977317e-05	7.137568e-07
1.500625e+02	4.979362e-05	7.143526e-07
1.500938e+02	4.990161e-05	7.149488e-07
1.501250e+02	5.006053e-05	7.155434e-07
1.501562e+02	5.019030e-05	7.161384e-07
1.501875e+02	5.016836e-05	7.167357e-07
1.502188e+02	5.023995e-05	7.173334e-07
1.502500e+02	5.047312e-05	7.179296e-07
