# f (Hz)	sigma(f)	PI(f)
8.044688e+02	2.312707e+00	2.656513e-03
8.045000e+02	2.578137e+00	2.657131e-03
8.045312e+02	2.376532e+00	2.657750e-03
8.045625e+02	2.409285e+00	2.658370e-03
8.045938e+02	2.445210e+00	2.658991e-03
8.046250e+02	2.481848e+00	2.659609e-03
8.046562e+02	2.518882e+00	2.660228e-03
8.046875e+02	2.555663e+00	2.660849e-03
8.047188e+02	2.591941e+00	2.661470e-03
8.047500e+02	2.635062e+00	2.662089e-03
8.047812e+02	2.672121e+00	2.662709e-03
8.048125e+02	2.711320e+00	2.663330e-03
8.048438e+02	2.756956e+00	2.663952e-03
8.048750e+02	2.799513e+00	2.664571e-03
8.049062e+02	2.844048e+00	2.665191e-03
8.049375e+02	2.891524e+00	2.665813e-03
8.049688e+02	2.935057e+00	2.666435e-03
8.050000e+02	7.152355e+00	2.667055e-03
8.050312e+02	3.037027e+00	2.667676e-03
8.050625e+02	3.092770e+00	2.668298e-03
8.050938e+02	3.154123e+00	2.668920e-03
8.051250e+02	3.212102e+00	2.669541e-03
8.051562e+02	3.274612e+00	2.670162e-03
8.051875e+02	3.334936e+00	2.670785e-03
8.052188e+02	3.396164e+00	2.671408e-03
8.052500e+02	3.464562e+00	2.672029e-03
8.052812e+02	3.539000e+00	2.672650e-03
8.053125e+02	3.608521e+00	2.673273e-03
8.053438e+02	3.679790e+00	2.673897e-03
8.053750e+02	3.759606e+00	2.674518e-03
8.054062e+02	3.839361e+00	2.675140e-03
8.054375e+02	3.919972e+00	2.675764e-03
8.054688e+02	4.007611e+00	2.676388e-03
8.055000e+02	4.519285e+00	2.677010e-03
8.055312e+02	4.208466e+00	2.677632e-03
8.055625e+02	4.311749e+00	2.678257e-03
8.055938e+02	4.421398e+00	2.678881e-03
8.056250e+02	4.532067e+00	2.679504e-03
8.056562e+02	4.650986e+00	2.680126e-03
8.056875e+02	4.775647e+00	2.680751e-03
8.057188e+02	4.914440e+00	2.681376e-03
8.057500e+02	5.056222e+00	2.681999e-03
8.057812e+02	5.205678e+00	2.682622e-03
8.058125e+02	5.351075e+00	2.683247e-03
8.058438e+02	5.518026e+00	2.683873e-03
8.058750e+02	5.701324e+00	2.684496e-03
8.059062e+02	5.897418e+00	2.685120e-03
8.059375e+02	6.096143e+00	2.685746e-03
8.059688e+02	6.304753e+00	2.686372e-03
8.060000e+02	1.569565e+01	2.686996e-03
8.060312e+02	6.787830e+00	2.687620e-03
8.060625e+02	7.059588e+00	2.688246e-03
8.060938e+02	7.358213e+00	2.688873e-03
8.061250e+02	7.671643e+00	2.689497e-03
8.061562e+02	8.021821e+00	2.690122e-03
8.061875e+02	8.419168e+00	2.690748e-03
8.062188e+02	8.840557e+00	2.691375e-03
8.062500e+02	9.291787e+00	2.692000e-03
8.062812e+02	9.810035e+00	2.692625e-03
8.063125e+02	1.038719e+01	2.693253e-03
8.063438e+02	1.102026e+01	2.693880e-03
8.063750e+02	1.174292e+01	2.694505e-03
8.064062e+02	1.257724e+01	2.695131e-03
8.064375e+02	1.353597e+01	2.695759e-03
8.064688e+02	1.464102e+01	2.696387e-03
8.065000e+02	1.758072e+01	2.697013e-03
8.065312e+02	1.754670e+01	2.697639e-03
8.065625e+02	1.945767e+01	2.698267e-03
8.065938e+02	2.185552e+01	2.698895e-03
8.066250e+02	2.489998e+01	2.699522e-03
8.066562e+02	2.894379e+01	2.700148e-03
8.066875e+02	3.459708e+01	2.700777e-03
8.067188e+02	4.293793e+01	2.701406e-03
8.067500e+02	5.638270e+01	2.702033e-03
8.067812e+02	8.235745e+01	2.702660e-03
8.068125e+02	1.526783e+02	2.703289e-03
8.068438e+02	1.032072e+03	2.703918e-03
8.068750e+02	2.164887e+02	2.704545e-03
8.069062e+02	9.792871e+01	2.705173e-03
8.069375e+02	6.333219e+01	2.705803e-03
8.069688e+02	4.677358e+01	2.706432e-03
8.070000e+02	8.926002e+01	2.707060e-03
8.070312e+02	3.072076e+01	2.707688e-03
8.070625e+02	2.621653e+01	2.708319e-03
8.070938e+02	2.295108e+01	2.708949e-03
8.071250e+02	2.035086e+01	2.709577e-03
8.071562e+02	1.827741e+01	2.710206e-03
8.071875e+02	1.660185e+01	2.710836e-03
8.072188e+02	1.518561e+01	2.711467e-03
8.072500e+02	1.399668e+01	2.712096e-03
8.072812e+02	1.299847e+01	2.712725e-03
8.073125e+02	1.212615e+01	2.713356e-03
8.073438e+02	1.134192e+01	2.713987e-03
8.073750e+02	1.067505e+01	2.714617e-03
8.074062e+02	1.009458e+01	2.715246e-03
8.074375e+02	9.550015e+00	2.715878e-03
8.074688e+02	9.069532e+00	2.716510e-03
8.075000e+02	9.488069e+00	2.717139e-03
8.075312e+02	8.227450e+00	2.717769e-03
8.075625e+02	7.869036e+00	2.718401e-03
8.075938e+02	7.555822e+00	2.719034e-03
8.076250e+02	7.245491e+00	2.719664e-03
8.076562e+02	6.961657e+00	2.720294e-03
8.076875e+02	6.725282e+00	2.720927e-03
8.077188e+02	6.485141e+00	2.721560e-03
8.077500e+02	6.253781e+00	2.722191e-03
8.077812e+02	6.043662e+00	2.722822e-03
8.078125e+02	5.845161e+00	2.723455e-03
8.078438e+02	5.663615e+00	2.724088e-03
8.078750e+02	5.506443e+00	2.724719e-03
8.079062e+02	5.345169e+00	2.725351e-03
8.079375e+02	5.179524e+00	2.725984e-03
8.079688e+02	5.032679e+00	2.726618e-03
8.080000e+02	1.185029e+01	2.727250e-03
8.080312e+02	4.773030e+00	2.727882e-03
8.080625e+02	4.649476e+00	2.728516e-03
8.080938e+02	4.541798e+00	2.729150e-03
8.081250e+02	4.426120e+00	2.729782e-03
8.081562e+02	4.326429e+00	2.730415e-03
8.081875e+02	4.227320e+00	2.731049e-03
8.082188e+02	4.136641e+00	2.731684e-03
8.082500e+02	4.042065e+00	2.732317e-03
8.082812e+02	3.950105e+00	2.732949e-03
8.083125e+02	3.866329e+00	2.733584e-03
8.083438e+02	3.785699e+00	2.734220e-03
8.083750e+02	3.707972e+00	2.734853e-03
8.084062e+02	3.637196e+00	2.735486e-03
8.084375e+02	3.568727e+00	2.736122e-03
8.084688e+02	3.503645e+00	2.736757e-03
8.085000e+02	3.775236e+00	2.737391e-03
8.085312e+02	3.370390e+00	2.738025e-03
8.085625e+02	3.308271e+00	2.738661e-03
8.085938e+02	3.252364e+00	2.739297e-03
8.086250e+02	3.201711e+00	2.739932e-03
8.086562e+02	3.144545e+00	2.740566e-03
8.086875e+02	3.091593e+00	2.741202e-03
8.087188e+02	3.037363e+00	2.741839e-03
8.087500e+02	2.988861e+00	2.742474e-03
8.087812e+02	2.943783e+00	2.743109e-03
8.088125e+02	2.895977e+00	2.743746e-03
8.088438e+02	2.853687e+00	2.744383e-03
8.088750e+02	2.809184e+00	2.745018e-03
8.089062e+02	2.762985e+00	2.745653e-03
8.089375e+02	2.722446e+00	2.746291e-03
8.089688e+02	2.685892e+00	2.746929e-03
8.090000e+02	6.370099e+00	2.747564e-03
8.090312e+02	2.609846e+00	2.748200e-03
8.090625e+02	2.574175e+00	2.748838e-03
8.090938e+02	2.537831e+00	2.749476e-03
8.091250e+02	2.508435e+00	2.750112e-03
8.091562e+02	2.475335e+00	2.750749e-03
8.091875e+02	2.441332e+00	2.751387e-03
8.092188e+02	2.406828e+00	2.752026e-03
8.092500e+02	2.379961e+00	2.752663e-03
8.092812e+02	2.352179e+00	2.753299e-03
8.093125e+02	2.320446e+00	2.753938e-03
8.093438e+02	2.290101e+00	2.754577e-03
8.093750e+02	2.263046e+00	2.755215e-03
8.094062e+02	2.239854e+00	2.755852e-03
8.094375e+02	2.211352e+00	2.756491e-03
8.094688e+02	2.184800e+00	2.757131e-03
8.095000e+02	2.379187e+00	2.757769e-03
8.095312e+02	2.136378e+00	2.758407e-03
8.095625e+02	2.111827e+00	2.759047e-03
8.095938e+02	2.086179e+00	2.759687e-03
8.096250e+02	2.064948e+00	2.760325e-03
8.096562e+02	2.046910e+00	2.760963e-03
8.096875e+02	2.025508e+00	2.761604e-03
8.097188e+02	1.999671e+00	2.762244e-03
8.097500e+02	1.979087e+00	2.762883e-03
8.097812e+02	1.961989e+00	2.763522e-03
8.098125e+02	1.941889e+00	2.764163e-03
8.098438e+02	1.922656e+00	2.764804e-03
8.098750e+02	1.900049e+00	2.765443e-03
8.099062e+02	1.879998e+00	2.766082e-03
8.099375e+02	1.859741e+00	2.766724e-03
8.099688e+02	1.847524e+00	2.767365e-03
8.100000e+02	4.712905e+00	2.768005e-03
8.100312e+02	1.818394e+00	2.768645e-03
8.100625e+02	1.797370e+00	2.769287e-03
8.100938e+02	1.777382e+00	2.769929e-03
8.101250e+02	1.760811e+00	2.770569e-03
8.101562e+02	1.746121e+00	2.771209e-03
8.101875e+02	1.732132e+00	2.771851e-03
8.102188e+02	1.715343e+00	2.772494e-03
8.102500e+02	1.700530e+00	2.773135e-03
8.102812e+02	1.687121e+00	2.773775e-03
8.103125e+02	1.671782e+00	2.774418e-03
8.103438e+02	1.657452e+00	2.775061e-03
8.103750e+02	1.643629e+00	2.775703e-03
8.104062e+02	1.628196e+00	2.776344e-03
8.104375e+02	1.614640e+00	2.776987e-03
8.104688e+02	1.601744e+00	2.777631e-03
8.105000e+02	1.747313e+00	2.778273e-03
8.105312e+02	1.574831e+00	2.778914e-03
8.105625e+02	1.561655e+00	2.779558e-03
8.105938e+02	1.548087e+00	2.780202e-03
8.106250e+02	1.537891e+00	2.780844e-03
8.106562e+02	1.525603e+00	2.781487e-03
8.106875e+02	1.515487e+00	2.782131e-03
8.107188e+02	1.504168e+00	2.782776e-03
8.107500e+02	1.492423e+00	2.783418e-03
8.107812e+02	1.479146e+00	2.784061e-03
8.108125e+02	1.468170e+00	2.784706e-03
8.108438e+02	1.458290e+00	2.785351e-03
8.108750e+02	1.450922e+00	2.785994e-03
8.109062e+02	1.437258e+00	2.786637e-03
8.109375e+02	1.423884e+00	2.787283e-03
8.109688e+02	1.415998e+00	2.787928e-03
8.110000e+02	3.371511e+00	2.788572e-03
8.110312e+02	1.395750e+00	2.789216e-03
8.110625e+02	1.383026e+00	2.789862e-03
8.110938e+02	1.375461e+00	2.790508e-03
8.111250e+02	1.366505e+00	2.791152e-03
8.111562e+02	1.357556e+00	2.791796e-03
8.111875e+02	1.349298e+00	2.792442e-03
8.112188e+02	1.339136e+00	2.793089e-03
8.112500e+02	1.329321e+00	2.793734e-03
8.112812e+02	1.322610e+00	2.794378e-03
8.113125e+02	1.313906e+00	2.795025e-03
8.113438e+02	1.306564e+00	2.795672e-03
8.113750e+02	1.297127e+00	2.796317e-03
8.114062e+02	1.289024e+00	2.796963e-03
8.114375e+02	1.280835e+00	2.797610e-03
8.114688e+02	1.271001e+00	2.798258e-03
8.115000e+02	1.392011e+00	2.798903e-03
8.115312e+02	1.256746e+00	2.799549e-03
8.115625e+02	1.247256e+00	2.800197e-03
8.115938e+02	1.240709e+00	2.800845e-03
8.116250e+02	1.233392e+00	2.801491e-03
8.116562e+02	1.227414e+00	2.802137e-03
8.116875e+02	1.218578e+00	2.802786e-03
8.117188e+02	1.210963e+00	2.803434e-03
8.117500e+02	1.204692e+00	2.804081e-03
8.117812e+02	1.199680e+00	2.804727e-03
8.118125e+02	1.191975e+00	2.805376e-03
8.118438e+02	1.185271e+00	2.806025e-03
8.118750e+02	1.177970e+00	2.806673e-03
8.119062e+02	1.171327e+00	2.807320e-03
8.119375e+02	1.163349e+00	2.807969e-03
8.119688e+02	1.156736e+00	2.808619e-03
8.120000e+02	2.760499e+00	2.809266e-03
8.120312e+02	1.143847e+00	2.809914e-03
8.120625e+02	1.138305e+00	2.810564e-03
8.120938e+02	1.131734e+00	2.811214e-03
8.121250e+02	1.126310e+00	2.811862e-03
8.121562e+02	1.118018e+00	2.812510e-03
8.121875e+02	1.114652e+00	2.813161e-03
8.122188e+02	1.109723e+00	2.813811e-03
8.122500e+02	1.104214e+00	2.814460e-03
8.122812e+02	1.097781e+00	2.815109e-03
8.123125e+02	1.091666e+00	2.815759e-03
8.123438e+02	1.085913e+00	2.816410e-03
8.123750e+02	1.079519e+00	2.817060e-03
8.124062e+02	1.073896e+00	2.817709e-03
8.124375e+02	1.068291e+00	2.818360e-03
8.124688e+02	1.061667e+00	2.819012e-03
8.125000e+02	1.162252e+00	2.819661e-03
8.125312e+02	1.051647e+00	2.820311e-03
8.125625e+02	1.045926e+00	2.820963e-03
8.125938e+02	1.042652e+00	2.821615e-03
8.126250e+02	1.037445e+00	2.822265e-03
8.126562e+02	1.033970e+00	2.822915e-03
8.126875e+02	1.027597e+00	2.823568e-03
8.127188e+02	1.021389e+00	2.824220e-03
8.127500e+02	1.016602e+00	2.824871e-03
8.127812e+02	1.012859e+00	2.825522e-03
8.128125e+02	1.006368e+00	2.826174e-03
8.128438e+02	1.002130e+00	2.826828e-03
8.128750e+02	9.995664e-01	2.827479e-03
8.129062e+02	9.946506e-01	2.828130e-03
8.129375e+02	9.876406e-01	2.828783e-03
8.129688e+02	9.816808e-01	2.829437e-03
8.130000e+02	2.335685e+00	2.830088e-03
8.130312e+02	9.731306e-01	2.830740e-03
8.130625e+02	9.715555e-01	2.831394e-03
8.130938e+02	9.676728e-01	2.832048e-03
8.131250e+02	9.616796e-01	2.832700e-03
8.131562e+02	9.570207e-01	2.833352e-03
8.131875e+02	9.540841e-01	2.834007e-03
8.132188e+02	9.500428e-01	2.834661e-03
8.132500e+02	9.460074e-01	2.835314e-03
8.132812e+02	9.412524e-01	2.835967e-03
8.133125e+02	9.370920e-01	2.836622e-03
8.133438e+02	9.329252e-01	2.837277e-03
8.133750e+02	9.289420e-01	2.837930e-03
8.134062e+02	9.242470e-01	2.838583e-03
8.134375e+02	9.207679e-01	2.839238e-03
8.134688e+02	9.182024e-01	2.839894e-03
8.135000e+02	1.005699e+00	2.840548e-03
8.135312e+02	9.086932e-01	2.841201e-03
8.135625e+02	9.059017e-01	2.841857e-03
8.135938e+02	9.020078e-01	2.842513e-03
8.136250e+02	8.979937e-01	2.843167e-03
8.136562e+02	8.940738e-01	2.843822e-03
8.136875e+02	8.915148e-01	2.844478e-03
8.137188e+02	8.872238e-01	2.845135e-03
8.137500e+02	8.837838e-01	2.845789e-03
8.137812e+02	8.814889e-01	2.846444e-03
8.138125e+02	8.765386e-01	2.847101e-03
8.138438e+02	8.732880e-01	2.847758e-03
8.138750e+02	8.716862e-01	2.848413e-03
8.139062e+02	8.673431e-01	2.849068e-03
8.139375e+02	8.642400e-01	2.849726e-03
8.139688e+02	8.609651e-01	2.850383e-03
8.140000e+02	2.054262e+00	2.851039e-03
8.140312e+02	8.532793e-01	2.851695e-03
8.140625e+02	8.499810e-01	2.852353e-03
8.140938e+02	8.467890e-01	2.853011e-03
8.141250e+02	8.437090e-01	2.853667e-03
8.141562e+02	8.403007e-01	2.854323e-03
8.141875e+02	8.364399e-01	2.854982e-03
8.142188e+02	8.356223e-01	2.855640e-03
8.142500e+02	8.336695e-01	2.856297e-03
8.142812e+02	8.299548e-01	2.856954e-03
8.143125e+02	8.259184e-01	2.857613e-03
8.143438e+02	8.225262e-01	2.858272e-03
8.143750e+02	8.205790e-01	2.858929e-03
8.144062e+02	8.170782e-01	2.859586e-03
8.144375e+02	8.149763e-01	2.860245e-03
8.144688e+02	8.106674e-01	2.860905e-03
8.145000e+02	8.883056e-01	2.861563e-03
8.145312e+02	8.049671e-01	2.862220e-03
8.145625e+02	8.026480e-01	2.862880e-03
8.145938e+02	8.015149e-01	2.863541e-03
8.146250e+02	7.987452e-01	2.864199e-03
8.146562e+02	7.941384e-01	2.864857e-03
8.146875e+02	7.926101e-01	2.865517e-03
8.147188e+02	7.899649e-01	2.866178e-03
8.147500e+02	7.870460e-01	2.866837e-03
8.147812e+02	7.849346e-01	2.867495e-03
8.148125e+02	7.822505e-01	2.868156e-03
8.148438e+02	7.786089e-01	2.868818e-03
8.148750e+02	7.750455e-01	2.869477e-03
8.149062e+02	7.730139e-01	2.870136e-03
8.149375e+02	7.700178e-01	2.870797e-03
8.149688e+02	7.676981e-01	2.871459e-03
8.150000e+02	1.833339e+00	2.872119e-03
8.150312e+02	7.634086e-01	2.872778e-03
8.150625e+02	7.609954e-01	2.873440e-03
8.150938e+02	7.590464e-01	2.874103e-03
8.151250e+02	7.570677e-01	2.874763e-03
8.151562e+02	7.544343e-01	2.875423e-03
8.151875e+02	7.513666e-01	2.876086e-03
8.152188e+02	7.494285e-01	2.876748e-03
8.152500e+02	7.481767e-01	2.877409e-03
8.152812e+02	7.447389e-01	2.878070e-03
8.153125e+02	7.416629e-01	2.878733e-03
8.153438e+02	7.400879e-01	2.879396e-03
8.153750e+02	7.372026e-01	2.880057e-03
8.154062e+02	7.339741e-01	2.880718e-03
8.154375e+02	7.321876e-01	2.881382e-03
8.154688e+02	7.300103e-01	2.882045e-03
8.155000e+02	8.012934e-01	2.882707e-03
8.155312e+02	7.262335e-01	2.883369e-03
8.155625e+02	7.228126e-01	2.884033e-03
8.155938e+02	7.214468e-01	2.884697e-03
8.156250e+02	7.193253e-01	2.885359e-03
8.156562e+02	7.182365e-01	2.886022e-03
8.156875e+02	7.153600e-01	2.886686e-03
8.157188e+02	7.133212e-01	2.887351e-03
8.157500e+02	7.116277e-01	2.888014e-03
8.157812e+02	7.102763e-01	2.888676e-03
8.158125e+02	7.078577e-01	2.889341e-03
8.158438e+02	7.055421e-01	2.890007e-03
8.158750e+02	7.035594e-01	2.890670e-03
8.159062e+02	7.012870e-01	2.891333e-03
8.159375e+02	6.991470e-01	2.891999e-03
8.159688e+02	7.044789e-01	2.892664e-03
8.160000e+02	inf	2.893328e-03
8.160312e+02	7.022611e-01	2.893992e-03
8.160625e+02	6.920198e-01	2.894658e-03
8.160938e+02	6.900600e-01	2.895324e-03
8.161250e+02	6.886395e-01	2.895988e-03
8.161562e+02	6.863309e-01	2.896653e-03
8.161875e+02	6.845051e-01	2.897319e-03
8.162188e+02	6.826048e-01	2.897986e-03
8.162500e+02	6.802345e-01	2.898651e-03
8.162812e+02	6.775726e-01	2.899316e-03
8.163125e+02	6.770071e-01	2.899983e-03
8.163438e+02	6.749137e-01	2.900650e-03
8.163750e+02	6.732033e-01	2.901315e-03
8.164062e+02	6.718172e-01	2.901981e-03
8.164375e+02	6.698767e-01	2.902648e-03
8.164688e+02	6.674226e-01	2.903316e-03
8.165000e+02	7.323113e-01	2.903982e-03
8.165312e+02	6.638830e-01	2.904647e-03
8.165625e+02	6.616673e-01	2.905316e-03
8.165938e+02	6.609223e-01	2.905984e-03
8.166250e+02	6.602855e-01	2.906650e-03
8.166562e+02	6.578726e-01	2.907316e-03
8.166875e+02	6.562721e-01	2.907985e-03
8.167188e+02	6.546599e-01	2.908654e-03
8.167500e+02	6.526289e-01	2.909321e-03
8.167812e+02	6.516185e-01	2.909988e-03
8.168125e+02	6.496942e-01	2.910657e-03
8.168438e+02	6.466984e-01	2.911326e-03
8.168750e+02	6.460216e-01	2.911993e-03
8.169062e+02	6.442182e-01	2.912661e-03
8.169375e+02	6.420457e-01	2.913330e-03
8.169688e+02	6.406800e-01	2.914000e-03
8.170000e+02	1.530662e+00	2.914668e-03
8.170312e+02	6.381519e-01	2.915336e-03
8.170625e+02	6.363435e-01	2.916006e-03
8.170938e+02	6.359761e-01	2.916676e-03
8.171250e+02	6.341466e-01	2.917345e-03
8.171562e+02	6.320537e-01	2.918013e-03
8.171875e+02	6.306214e-01	2.918684e-03
8.172188e+02	6.291141e-01	2.919354e-03
8.172500e+02	6.281020e-01	2.920023e-03
8.172812e+02	6.262824e-01	2.920692e-03
8.173125e+02	6.246919e-01	2.921363e-03
8.173438e+02	6.234613e-01	2.922035e-03
8.173750e+02	6.216066e-01	2.922704e-03
8.174062e+02	6.197891e-01	2.923373e-03
8.174375e+02	6.177112e-01	2.924045e-03
8.174688e+02	6.162183e-01	2.924717e-03
8.175000e+02	6.778368e-01	2.925387e-03
8.175312e+02	6.130945e-01	2.926057e-03
8.175625e+02	6.130678e-01	2.926729e-03
8.175938e+02	6.121896e-01	2.927401e-03
8.176250e+02	6.105540e-01	2.928072e-03
8.176562e+02	6.094072e-01	2.928742e-03
8.176875e+02	6.085190e-01	2.929415e-03
8.177188e+02	6.075667e-01	2.930088e-03
8.177500e+02	6.058895e-01	2.930759e-03
8.177812e+02	6.040067e-01	2.931430e-03
8.178125e+02	6.017976e-01	2.932103e-03
8.178438e+02	6.015547e-01	2.932776e-03
8.178750e+02	6.004120e-01	2.933448e-03
8.179062e+02	5.987803e-01	2.934119e-03
8.179375e+02	5.971347e-01	2.934793e-03
8.179688e+02	5.962330e-01	2.935467e-03
8.180000e+02	1.422888e+00	2.936139e-03
8.180312e+02	5.935934e-01	2.936811e-03
8.180625e+02	5.925727e-01	2.937485e-03
8.180938e+02	5.917246e-01	2.938159e-03
8.181250e+02	5.903003e-01	2.938832e-03
8.181562e+02	5.884820e-01	2.939504e-03
8.181875e+02	5.886334e-01	2.940179e-03
8.182188e+02	5.869555e-01	2.940854e-03
8.182500e+02	5.843082e-01	2.941527e-03
8.182812e+02	5.842813e-01	2.942200e-03
8.183125e+02	5.825430e-01	2.942875e-03
8.183438e+02	5.813800e-01	2.943551e-03
8.183750e+02	5.815158e-01	2.944224e-03
8.184062e+02	5.800163e-01	2.944898e-03
8.184375e+02	5.783723e-01	2.945573e-03
8.184688e+02	5.765068e-01	2.946249e-03
8.185000e+02	6.333817e-01	2.946923e-03
8.185312e+02	5.751671e-01	2.947597e-03
8.185625e+02	5.740818e-01	2.948274e-03
8.185938e+02	5.737696e-01	2.948950e-03
8.186250e+02	5.726200e-01	2.949625e-03
8.186562e+02	5.712076e-01	2.950299e-03
8.186875e+02	5.697984e-01	2.950976e-03
8.187188e+02	5.686113e-01	2.951653e-03
8.187500e+02	5.671277e-01	2.952328e-03
8.187812e+02	5.665541e-01	2.953003e-03
8.188125e+02	5.645869e-01	2.953680e-03
8.188438e+02	5.635438e-01	2.954358e-03
8.188750e+02	5.626779e-01	2.955033e-03
8.189062e+02	5.621563e-01	2.955709e-03
8.189375e+02	5.612470e-01	2.956387e-03
8.189688e+02	5.595488e-01	2.957065e-03
8.190000e+02	1.340292e+00	2.957741e-03
8.190312e+02	5.586924e-01	2.958417e-03
8.190625e+02	5.567474e-01	2.959096e-03
8.190938e+02	5.560464e-01	2.959774e-03
8.191250e+02	5.554266e-01	2.960451e-03
8.191562e+02	5.542949e-01	2.961127e-03
8.191875e+02	5.537480e-01	2.961806e-03
8.192188e+02	5.525398e-01	2.962485e-03
8.192500e+02	5.518073e-01	2.963162e-03
8.192812e+02	5.509350e-01	2.963839e-03
8.193125e+02	5.495815e-01	2.964519e-03
8.193438e+02	5.479957e-01	2.965198e-03
8.193750e+02	5.470978e-01	2.965876e-03
8.194062e+02	5.465260e-01	2.966554e-03
8.194375e+02	5.450905e-01	2.967234e-03
8.194688e+02	5.445227e-01	2.967914e-03
8.195000e+02	5.983371e-01	2.968592e-03
8.195312e+02	5.422511e-01	2.969270e-03
8.195625e+02	5.418296e-01	2.969950e-03
8.195938e+02	5.409019e-01	2.970631e-03
8.196250e+02	5.393119e-01	2.971310e-03
8.196562e+02	5.387152e-01	2.971988e-03
8.196875e+02	5.385863e-01	2.972669e-03
8.197188e+02	5.376098e-01	2.973350e-03
8.197500e+02	5.366889e-01	2.974030e-03
8.197812e+02	5.352442e-01	2.974709e-03
8.198125e+02	5.348764e-01	2.975390e-03
8.198438e+02	5.339683e-01	2.976072e-03
8.198750e+02	5.322440e-01	2.976752e-03
8.199062e+02	5.316939e-01	2.977431e-03
8.199375e+02	5.311408e-01	2.978113e-03
8.199688e+02	5.300861e-01	2.978796e-03
8.200000e+02	1.266851e+00	2.979476e-03
8.200312e+02	5.292706e-01	2.980156e-03
8.200625e+02	5.274804e-01	2.980838e-03
8.200938e+02	5.268551e-01	2.981521e-03
8.201250e+02	5.261041e-01	2.982202e-03
8.201562e+02	5.250955e-01	2.982883e-03
8.201875e+02	5.242578e-01	2.983566e-03
8.202188e+02	5.243201e-01	2.984249e-03
8.202500e+02	5.230945e-01	2.984930e-03
8.202812e+02	5.225799e-01	2.985611e-03
8.203125e+02	5.215221e-01	2.986295e-03
8.203438e+02	5.210590e-01	2.986979e-03
8.203750e+02	5.191085e-01	2.987660e-03
8.204062e+02	5.183394e-01	2.988342e-03
8.204375e+02	5.178642e-01	2.989026e-03
8.204688e+02	5.177476e-01	2.989711e-03
8.205000e+02	5.689317e-01	2.990393e-03
8.205312e+02	5.165241e-01	2.991075e-03
8.205625e+02	5.154382e-01	2.991760e-03
8.205938e+02	5.151394e-01	2.992445e-03
8.206250e+02	5.150060e-01	2.993127e-03
8.206562e+02	5.141102e-01	2.993810e-03
8.206875e+02	5.129238e-01	2.994495e-03
8.207188e+02	5.123633e-01	2.995181e-03
8.207500e+02	5.114132e-01	2.995864e-03
8.207812e+02	5.113621e-01	2.996547e-03
8.208125e+02	5.111798e-01	2.997233e-03
8.208438e+02	5.099483e-01	2.997919e-03
8.208750e+02	5.081759e-01	2.998603e-03
8.209062e+02	5.078495e-01	2.999286e-03
8.209375e+02	5.071847e-01	2.999973e-03
8.209688e+02	5.063865e-01	3.000659e-03
8.210000e+02	1.217166e+00	3.001343e-03
8.210312e+02	5.054333e-01	3.002028e-03
8.210625e+02	5.046038e-01	3.002714e-03
8.210938e+02	5.037049e-01	3.003401e-03
8.211250e+02	5.035256e-01	3.004086e-03
8.211562e+02	5.026758e-01	3.004771e-03
8.211875e+02	5.016853e-01	3.005458e-03
8.212188e+02	5.013909e-01	3.006146e-03
8.212500e+02	5.009939e-01	3.006831e-03
8.212812e+02	5.004997e-01	3.007516e-03
8.213125e+02	4.998139e-01	3.008204e-03
8.213438e+02	4.987634e-01	3.008892e-03
8.213750e+02	4.979814e-01	3.009578e-03
8.214062e+02	4.967292e-01	3.010264e-03
8.214375e+02	4.961477e-01	3.010952e-03
8.214688e+02	4.953229e-01	3.011641e-03
8.215000e+02	5.444501e-01	3.012327e-03
8.215312e+02	4.947111e-01	3.013014e-03
8.215625e+02	4.937290e-01	3.013702e-03
8.215938e+02	4.927928e-01	3.014391e-03
8.216250e+02	4.929240e-01	3.015078e-03
8.216562e+02	4.919793e-01	3.015765e-03
8.216875e+02	4.916742e-01	3.016455e-03
8.217188e+02	4.914165e-01	3.017144e-03
8.217500e+02	4.901168e-01	3.017832e-03
8.217812e+02	4.899506e-01	3.018519e-03
8.218125e+02	4.885958e-01	3.019209e-03
8.218438e+02	4.876014e-01	3.019899e-03
8.218750e+02	4.868863e-01	3.020587e-03
8.219062e+02	4.863652e-01	3.021275e-03
8.219375e+02	4.860038e-01	3.021965e-03
8.219688e+02	4.853597e-01	3.022656e-03
8.220000e+02	1.170746e+00	3.023344e-03
8.220312e+02	4.839370e-01	3.024033e-03
8.220625e+02	4.834280e-01	3.024724e-03
8.220938e+02	4.827003e-01	3.025415e-03
8.221250e+02	4.822224e-01	3.026104e-03
8.221562e+02	4.822852e-01	3.026793e-03
8.221875e+02	4.815960e-01	3.027485e-03
8.222188e+02	4.814999e-01	3.028176e-03
8.222500e+02	4.809271e-01	3.028866e-03
8.222812e+02	4.797533e-01	3.029555e-03
8.223125e+02	4.795956e-01	3.030247e-03
8.223438e+02	4.792820e-01	3.030939e-03
8.223750e+02	4.777590e-01	3.031630e-03
8.224062e+02	4.769093e-01	3.032320e-03
8.224375e+02	4.762999e-01	3.033012e-03
8.224688e+02	4.766098e-01	3.033705e-03
8.225000e+02	5.230023e-01	3.034395e-03
8.225312e+02	4.745835e-01	3.035086e-03
8.225625e+02	4.740271e-01	3.035779e-03
8.225938e+02	4.738603e-01	3.036472e-03
8.226250e+02	4.733847e-01	3.037163e-03
